Number of Bus,Name of Bus,ID,EIA plant code_gen ID,Start-Up Costs ($/MW of capacity/start),Shut-Down Costs ($/MW/shutdown),Cold Start-Up Time (hours),Warm Start-Up Time (hours),Hot Start-Up Time (hours),Minimum Up Time (hours),Minimum Down Time (hours),Ramp Rate Up and Down (%/min) , Variable O&M Costs ($/MWh),Fuel Costs ($/MMBtu),Sub Num of Bus,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
170554,PARIS 7 7,1,55097_CTG3,85,8.5,6,6,4,840,0,0.1667,,,2870,Closed,153,-1.58,28.8,153,YES,5,0,0,0,2.99,0,YES,170554,NG (Natural Gas),1.04,-45.58,77.88,YES,153,Piecewise Linear
170555,PARIS 7 8,1,55097_CTG4,85,8.5,6,6,4,840,0,0.1667,,,2870,Closed,43.93,-4.33,43.93,161,YES,5,0,0,0,3.365,0,YES,170555,NG (Natural Gas),1.04,-52.73,81.95,YES,161,Piecewise Linear
170563,SHERMAN 5 2,1,58005_STG-1,85,8.5,6,6,4,840,0,0.1667,,,2873,Closed,247,-31.94,130,296,YES,10,0,0,0,3.057,0,YES,170562,NG (Natural Gas),1.035,-77.94,150.66,YES,296,Piecewise Linear
170564,SHERMAN 5 3,1,58005_CTG-1,85,8.5,6,6,4,840,0,0.1667,,,2873,Closed,206,-31.94,32.74,206,YES,7,0,0,0,3.54,0,YES,170562,NG (Natural Gas),1.035,-55.81,104.85,YES,206,Piecewise Linear
170565,SHERMAN 5 4,1,58005_CTG-2,85,8.5,6,6,4,840,0,0.1667,,,2873,Closed,205,-31.94,37.49,205,YES,7,0,0,0,3.399,0,YES,170562,NG (Natural Gas),1.035,-53.68,104.34,YES,205,Piecewise Linear
170577,WHITEWRIGHT 2 2,1,61524_GEN1,0,0,0,0,0,6000,0,0.1667,,,2879,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,170577,SUN (Solar),1.04,-2.96,4.21,YES,10,Piecewise Linear
170579,CADDO MILLS 6 2,1,61532_GEN1,0,0,0,0,0,6000,0,0.1667,,,2880,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,170579,SUN (Solar),1.04,-3.49,3.62,YES,10,Piecewise Linear
170583,GREENVILLE 9 2,1,61871_GEN1,0,0,0,0,0,0,0,0.1667,,,2882,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,170583,SUN (Solar),1.04,-2.82,3.18,YES,10,Piecewise Linear
180111,LAREDO 31 2,1,3439_4,110,11,1,1,1,840,0,1,,0.25,2985,Closed,35,1.03,24.45,90.1,YES,10,0,0,0,3.233,0,YES,180111,NG (Natural Gas),1.04,-24.01,45.86,YES,90.1,Piecewise Linear
180112,LAREDO 31 3,1,3439_5,110,11,1,1,1,840,0,1,,0.25,2985,Closed,42.04,0.72,42.04,87.3,YES,10,0,0,0,3.22,0,YES,180112,NG (Natural Gas),1.04,-27.28,44.44,YES,87.3,Piecewise Linear
180114,FALCON HEIGHTS 1 2,1,6410_1,0,0,0,0,0,6000,0,12,,,2986,Closed,10.5,-2.51,3.13,10.5,YES,10,0,0,0,1,0,YES,180114,WAT (Water),1.04,-2.85,4.03,YES,10.5,Piecewise Linear
180115,FALCON HEIGHTS 1 3,1,6410_2,0,0,0,0,0,6000,0,12,,,2986,Closed,10,-2.51,2.62,10,YES,10,0,0,0,1,0,YES,180115,WAT (Water),1.04,-3.09,3.84,YES,10,Piecewise Linear
180117,FALCON HEIGHTS 1 5,1,6410_3,0,0,0,0,0,6000,0,1,,,2986,Closed,10,-3.07,3.74,10,YES,10,0,0,0,1,0,YES,180117,WAT (Water),1.04,-3.07,3.84,YES,10,Piecewise Linear
180119,OILTON 5 2,1,57260_1,0,0,0,0,0,6000,0,>12,,,2987,Closed,71.52,-28.55,0,71.52,YES,10,0,0,0,1,0,YES,180119,WND (Wind),1.04,-38.38,73.05,YES,150,Piecewise Linear
180121,MIRANDO CITY 6 2,1,58021_1,0,0,0,0,0,6000,0,0.1667,,,2988,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,180121,WND (Wind),1.04,-29.91,39.55,YES,91.2,Piecewise Linear
180123,RIO GRANDE CITY 5 2,1,59320_GEN1,0,0,0,0,0,6000,0,0.1667,,,2989,Closed,35.23,-10.69,0,35.23,YES,10,0,0,0,1,0,YES,180123,WND (Wind),1.04,-57.42,84.49,YES,200,Piecewise Linear
180126,GRULLA 2 3,1,59321_GEN1,0,0,0,0,0,6000,0,0.1667,,,2990,Closed,180,-4,0,180,YES,10,0,0,0,1,0,YES,180124,WND (Wind),1.04,-59.25,65.1,YES,200,Piecewise Linear
180128,HEBBRONVILLE 3 2,1,59654_1,0,0,0,0,0,6000,0,0.1667,,,2991,Closed,70.2,-16.51,0,70.2,YES,10,0,0,0,1,0,YES,180128,WND (Wind),1.04,-20.94,24.19,YES,78,Piecewise Linear
180131,MIRANDO CITY 7 3,1,60104_GEWTG,0,0,0,0,0,6000,0,1,,,2992,Closed,224.73,-27.7,0,224.73,YES,10,0,0,0,1,0,YES,180131,WND (Wind),1.04,-80.6,88.26,YES,249.7,Piecewise Linear
180134,BRUNI 2 3,1,60645_WJ21,0,0,0,0,0,6000,0,0.1667,,,2993,Closed,180,-26.52,0,180,YES,10,0,0,0,1,0,YES,180134,WND (Wind),1.04,-51.51,92.18,YES,200,Piecewise Linear
180137,LOPENO 3 3,1,61865_1,0,0,0,0,0,0,0,0.1667,,,2994,Closed,213.84,-23.39,0,213.84,YES,10,0,0,0,1,0,YES,180135,WND (Wind),1.04,-63.73,89.5,YES,237.6,Piecewise Linear
180140,BRUNI 3 3,1,61969_TWE,0,0,0,0,0,0,0,12,,,2995,Closed,162.08,-50.1,0,162.08,YES,10,0,0,0,1,0,YES,180138,WND (Wind),1.045,-89.25,94.19,YES,300,Piecewise Linear
180143,RIO GRANDE CITY 6 3,1,62258_MES,0,0,0,0,0,0,0,0.1667,,,2996,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,180143,WND (Wind),1.04,-59.1,91.47,YES,200,Piecewise Linear
180145,BRUNI 4 2,1,63027_20,0,0,0,0,0,0,0,1,,,2997,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,180145,SUN (Solar),1.04,-3.26,4.27,YES,10,Piecewise Linear
190106,FLUVANNA 1 3,1,56111_GEN1,0,0,0,0,0,6000,0,1,,,3098,Closed,104.67,-8.37,0,104.67,YES,10,0,0,0,1,0,YES,190106,WND (Wind),1.04,-53.58,64.8,YES,160,Piecewise Linear
190108,SNYDER 1 2,1,56233_CTG1,85,8.5,6,6,4,840,0,0.1667,,,3099,Closed,11.79,1.74,11.79,42,YES,6,0,0,0,3.608,0,YES,190108,NG (Natural Gas),1.04,-12.07,21.38,YES,42,Piecewise Linear
190108,SNYDER 1 2,2,56233_CT02,85,8.5,6,6,4,840,0,0.1667,,,3099,Closed,7.8,1.74,7.8,42,YES,6,0,0,0,3.474,0,YES,190108,NG (Natural Gas),1.04,-12.92,21.38,YES,42,Piecewise Linear
190109,SNYDER 1 3,1,56233_STG,85,8.5,6,6,4,840,0,0.1667,,,3099,Closed,8,5.91,8,16,YES,10,0,0,0,3.167,0,YES,190109,NG (Natural Gas),1.04,-5.21,8.14,YES,16,Piecewise Linear
190111,FLUVANNA 2 2,1,56457_1,0,0,0,0,0,6000,0,0.1667,,,3100,Closed,16.68,0.46,0,16.68,YES,10,0,0,0,1,0,YES,190111,WND (Wind),1.04,-21.38,26.11,YES,84,Piecewise Linear
190114,IRA 3 3,1,56506_SCW,0,0,0,0,0,6000,0,0.1667,,,3101,Closed,85.38,-5.23,0,85.38,YES,10,0,0,0,1,0,YES,190114,WND (Wind),1.04,-36.24,58.99,YES,130.5,Piecewise Linear
190116,DOUGHERTY 1 2,1,56673_WEC,0,0,0,0,0,6000,0,0.1667,,,3102,Closed,50.96,-10.68,0,50.96,YES,10,0,0,0,1,0,YES,190116,WND (Wind),1.04,-18.59,27.93,YES,57,Piecewise Linear
190118,MCADOO 1 2,1,56773_1,0,0,0,0,0,6000,0,12,,,3103,Closed,82.95,-14.18,0,82.95,YES,10,0,0,0,1,0,YES,190118,WND (Wind),1.04,-47.85,57.1,YES,150,Piecewise Linear
190120,ODONNELL 1 2,1,56956_1,0,0,0,0,0,0,0,0.1667,,,3104,Closed,125.18,-14.29,0,125.18,YES,10,0,0,0,1,0,YES,190119,WND (Wind),1.04,-58.71,64.73,YES,180,Piecewise Linear
190123,ODONNELL 2 3,1,57983_1,0,0,0,0,0,6000,0,0.1667,,,3105,Closed,163.16,-13.2,0,163.16,YES,10,0,0,0,1,0,YES,190121,WND (Wind),1.04,-63.17,95.13,YES,211,Piecewise Linear
190124,ODONNELL 2 4,1,57983_2,0,0,0,0,0,6000,0,0.1667,,,3105,Closed,123.11,-0.16,0,123.11,YES,10,0,0,0,1,0,YES,190124,WND (Wind),1.04,-42.56,79.23,YES,165,Piecewise Linear
190126,ROTAN 2 2,1,58048_1,0,0,0,0,0,6000,0,0.1667,,,3106,Closed,20.86,-5.18,0,20.86,YES,10,0,0,0,1,0,YES,190126,WND (Wind),1.04,-9.02,11.66,YES,30,Piecewise Linear
190129,WHITE DEER 1 3,1,58242_1,0,0,0,0,0,6000,0,0.1667,,,3107,Closed,162.66,-22.16,0,162.66,YES,10,0,0,0,1,0,YES,190129,WND (Wind),1.04,-59.2,87.77,YES,218,Piecewise Linear
190132,PANHANDLE 4 2,1,58596_GRVWI,0,0,0,0,0,6000,0,0.1667,,,3108,Closed,157.58,-30.16,0,157.58,YES,10,0,0,0,1,0,YES,190131,WND (Wind),1.041,-63.84,68.99,YES,211.2,Piecewise Linear
190134,PANHANDLE 5 2,1,58681_RT661,0,0,0,0,0,6000,0,0.1667,,,3109,Closed,89.02,-11.58,0,89.02,YES,10,0,0,0,1,0,YES,190134,WND (Wind),1.04,-39.85,72.03,YES,150,Piecewise Linear
190136,PANHANDLE 6 2,1,58720_1,0,0,0,0,0,6000,0,0.1667,,,3110,Closed,123.9,-3.96,0,123.9,YES,10,0,0,0,1,0,YES,190135,WND (Wind),1.04,-55.69,89.94,YES,181.7,Piecewise Linear
190139,MOBEETIE 1 2,1,58765_1,0,0,0,0,0,6000,0,>12,,,3111,Closed,177.98,-29.23,0,177.98,YES,10,0,0,0,1,0,YES,190138,WND (Wind),1.04,-89.78,130.45,YES,288.6,Piecewise Linear
190142,DOUGHERTY 2 2,1,58766_1,0,0,0,0,0,6000,0,0.1667,,,3112,Closed,58.72,-26.34,0,58.72,YES,5,0,0,0,1,0,YES,190141,WND (Wind),1.041,-85.43,119.62,YES,257,Piecewise Linear
190145,SOUTH PLAINS 1 3,1,58772_GEN1,0,0,0,0,0,6000,0,0.1667,,,3113,Closed,179.85,-56.8,0,179.85,YES,10,0,0,0,1,0,YES,190143,WND (Wind),1.04,-56.8,88.52,YES,200,Piecewise Linear
190147,UMBARGER 3 2,1,58773_GEN1,0,0,0,0,0,6000,0,0.1667,,,3114,Closed,118.69,-14.05,0,118.69,YES,10,0,0,0,1,0,YES,190146,WND (Wind),1.039,-64.75,74.67,YES,200,Piecewise Linear
190149,ADRIAN 1 2,1,58774_GEN1,0,0,0,0,0,6000,0,0.1667,,,3115,Closed,38.01,-0.31,0,38.01,YES,10,0,0,0,1,0,YES,190149,WND (Wind),1.04,-48.07,50.72,YES,161,Piecewise Linear
190152,ADRIAN 2 2,1,58775_GEN1,0,0,0,0,0,6000,0,0.1667,,,3116,Closed,174.6,-12.59,0,174.6,YES,10,0,0,0,1,0,YES,190152,WND (Wind),1.04,-59.24,91.87,YES,194,Piecewise Linear
190155,SUMMERFIELD 3 2,1,59005_44256,0,0,0,0,0,0,0,0.1667,,,3117,Closed,161.57,-1.41,0,161.57,YES,5,0,0,0,1,0,YES,190154,WND (Wind),1.038,-67.63,107.81,YES,230.4,Piecewise Linear
190157,GROOM 2 2,1,59068_GVII,0,0,0,0,0,6000,0,1,,,3118,Closed,45.67,-7.69,0,45.67,YES,10,0,0,0,1,0,YES,190156,WND (Wind),1.039,-53.28,71.63,YES,200,Piecewise Linear
190159,FLUVANNA 3 2,1,59245_FLUV1,0,0,0,0,0,6000,0,>12,,,3119,Closed,73.13,-12.9,0,73.13,YES,10,0,0,0,1,0,YES,190158,WND (Wind),1.039,-51.04,76.56,YES,155.4,Piecewise Linear
190162,LOCKNEY 3 3,1,59384_1,0,0,0,0,0,6000,0,>12,,,3120,Closed,88.69,-24.12,0,88.69,YES,10,0,0,0,1,0,YES,190160,WND (Wind),1.04,-65.09,86.81,YES,200,Piecewise Linear
190165,UMBARGER 4 3,1,59621_JRWND,0,0,0,0,0,6000,0,0.1667,,,3121,Closed,269.55,-46.14,0,269.55,YES,10,0,0,0,1,0,YES,190163,WND (Wind),1.041,-99.58,135.63,YES,299.7,Piecewise Linear
190167,GOREE 1 2,1,59733_GPII,0,0,0,0,0,6000,0,0.1667,,,3122,Closed,104.31,-10.35,0,104.31,YES,10,0,0,0,1,0,YES,190167,WND (Wind),1.04,-51.19,55.54,YES,150,Piecewise Linear
190169,SILVERTON 1 2,1,59734_BFW,0,0,0,0,0,6000,0,0.1667,,,3123,Closed,134.1,-12.95,0,134.1,YES,10,0,0,0,1,0,YES,190169,WND (Wind),1.04,-43.62,60.34,YES,150,Piecewise Linear
190172,LOCKNEY 4 3,1,60087_SPII,0,0,0,0,0,6000,0,1,,,3124,Closed,231.98,-82.93,0,231.98,YES,10,0,0,0,1,0,YES,190170,WND (Wind),1.039,-97.67,124.42,YES,300,Piecewise Linear
190174,FLOYDADA 1 2,1,60210_CPWF,0,0,0,0,0,6000,0,1,,,3125,Closed,29.73,-8.17,0,29.73,YES,10,0,0,0,1,0,YES,190174,WND (Wind),1.04,-16.13,22.27,YES,50.4,Piecewise Linear
190177,ENOCHS 1 2,1,60270_WT1,0,0,0,0,0,0,0,12,,,3126,Closed,93.77,0.75,0,93.77,YES,5,0,0,0,1,0,YES,190177,WND (Wind),1.04,-44,46.21,YES,148.4,Piecewise Linear
190182,FLOYDADA 2 5,1,60366_OSWF,0,0,0,0,0,6000,0,12,,,3127,Closed,136.08,-0.8,0,136.08,YES,10,0,0,0,1,0,YES,190182,WND (Wind),1.04,-41.77,65.43,YES,151.2,Piecewise Linear
190185,GROOM 3 3,1,60657_GEN1,0,0,0,0,0,6000,0,0.1667,,,3128,Closed,129.83,-15.6,0,129.83,YES,10,0,0,0,1,0,YES,190185,WND (Wind),1.04,-44.44,85.75,YES,174,Piecewise Linear
190187,ODELL 2 2,1,60690_WBSS,0,0,0,0,0,6000,0,1,,,3129,Closed,30,2.76,14.48,30,YES,10,0,0,0,7.5,0,YES,190187,OTH (Other),1.04,-9.49,11.2,YES,30,Piecewise Linear
190190,UMBARGER 5 3,1,60856_ASTRA,0,0,0,0,0,6000,0,0.1667,,,3130,Closed,37.24,-11.14,0,37.24,YES,10,0,0,0,1,0,YES,190190,WND (Wind),1.04,-41.21,50.38,YES,163,Piecewise Linear
190193,SNYDER 2 3,1,60902_DERM,0,0,0,0,0,6000,0,1,,,3131,Closed,129.33,-86.21,0,129.33,YES,10,0,0,0,1,0,YES,190191,WND (Wind),1.04,-86.21,109.69,YES,253,Piecewise Linear
190196,CROWELL 2 3,1,61402_FOARD,0,0,0,0,0,0,0,12,,,3132,Closed,155.34,71.49,0,155.34,YES,10,0,0,0,1,0,YES,190194,WND (Wind),1.04,-107.23,131.29,YES,350.3,Piecewise Linear
190198,FLUVANNA 4 2,1,61417_GCWF,0,0,0,0,0,0,0,0.1667,,,3133,Closed,36.1,-1.61,0,36.1,YES,10,0,0,0,1,0,YES,190198,WND (Wind),1.04,-49.23,54.26,YES,158,Piecewise Linear
190201,TAHOKA 1 2,1,61921_TAH,0,0,0,0,0,0,0,1,,,3134,Closed,133.03,-38.06,0,133.03,YES,10,0,0,0,1,0,YES,190200,WND (Wind),1.039,-99.9,111.11,YES,300,Piecewise Linear
190203,CHILLICOTHE 2 2,1,61970_BSII,0,0,0,0,0,0,0,12,,,3135,Closed,50.81,-0.05,0,50.81,YES,10,0,0,0,1,0,YES,190203,WND (Wind),1.04,-34.1,37.06,YES,99.4,Piecewise Linear
190206,CHILLICOTHE 3 3,1,62566_BS3,0,0,0,0,0,0,0,1,,,3136,Closed,179.79,-60.83,0,179.79,YES,10,0,0,0,1,0,YES,190204,WND (Wind),1.036,-61.95,67.31,YES,200.2,Piecewise Linear
190209,WILDORADO 2 3,1,63030_CBRKS,0,0,0,0,0,0,0,0.1667,,,3137,Closed,123.92,-6.41,0,123.92,YES,10,0,0,0,1,0,YES,190209,WND (Wind),1.04,-60.57,79.46,YES,210.1,Piecewise Linear
200156,BROWNSVILLE 15 2,1,3559_9,85,8.5,6,6,4,840,0,1,,,3287,Closed,15.03,0.63,15.03,42,YES,6,0,0,0,3.218,0,YES,200156,NG (Natural Gas),1.04,-13.3,21.38,YES,42,Piecewise Linear
200156,BROWNSVILLE 15 2,2,3559_6,85,8.5,6,6,4,840,0,>12,3.5,2,3287,Closed,8.83,0.63,8.83,20,YES,6,0,0,0,3.405,0,YES,200156,NG (Natural Gas),1.04,-6.04,10.18,YES,20,Piecewise Linear
200157,BROWNSVILLE 15 3,1,3559_10,35,3.5,1,1,1,840,0,0.1667,,,3287,Closed,18,1.41,14.86,45,YES,10,0,0,0,3.422,0,YES,200157,NG (Natural Gas),1.04,-15.35,22.9,YES,45,Piecewise Linear
200162,SANTA ROSA 2 2,1,54338_GEND,0,0,0,0,12,6000,0,0.1667,,,3288,Closed,10,3.19,2.98,10,YES,5,0,0,0,2.15,0,YES,200162,OTH (Other),1.04,-2.89,3.19,YES,10,Piecewise Linear
200168,EDINBURG 15 2,1,55123_CTG1,85,8.5,6,6,4,840,0,0.1667,,,3289,Closed,109.11,-1.35,109.11,221,YES,9,0,0,0,3.001,0,YES,200168,NG (Natural Gas),1.04,-66.87,112.49,YES,221,Piecewise Linear
200169,EDINBURG 15 3,1,55123_CTG2,85,8.5,6,6,4,840,0,0.1667,,,3289,Closed,26.92,-67.23,26.92,221,YES,9,0,0,0,2.803,0,YES,200167,NG (Natural Gas),1.04,-67.23,112.49,YES,221,Piecewise Linear
200170,EDINBURG 15 4,1,55123_STG,85,8.5,6,6,4,840,0,0.1667,,,3289,Closed,82.48,-0.71,82.48,240,YES,5,0,0,0,3.283,0,YES,200170,NG (Natural Gas),1.04,-60.21,122.16,YES,240,Piecewise Linear
200172,EDINBURG 16 2,1,55545_STG1,85,8.5,6,6,4,840,0,0.1667,,,3290,Closed,71.62,20.5,71.62,172,YES,8,0,0,0,3.165,0,YES,200171,NG (Natural Gas),1.04,-53.46,87.55,YES,172,Piecewise Linear
200173,EDINBURG 16 3,1,55545_CTG1,85,8.5,6,6,4,840,0,0.1667,,,3290,Closed,149,0.26,37.69,149,YES,5,0,0,0,3.553,0,YES,200173,NG (Natural Gas),1.04,-45.81,75.84,YES,149,Piecewise Linear
200174,EDINBURG 16 4,1,55545_CTG2,85,8.5,6,6,4,840,0,1,,,3290,Closed,149,1.05,22.51,149,YES,5,0,0,0,3.127,0,YES,200174,NG (Natural Gas),1.04,-47.61,75.84,YES,149,Piecewise Linear
200179,PENITAS 2 5,1,57617_GEN1,0,0,0,0,0,6000,0,>12,,,3291,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,200175,WND (Wind),1.041,-70.37,113.11,YES,250,Piecewise Linear
200181,HARLINGEN 6 2,1,57751_1,0,0,0,0,0,6000,0,>12,,,3292,Closed,92.78,-16.58,0,92.78,YES,10,0,0,0,1,0,YES,200180,WND (Wind),1.037,-51.8,67.19,YES,200,Piecewise Linear
200184,LYFORD 2 3,1,57752_1,0,0,0,0,0,6000,0,12,,,3293,Closed,111.24,-20.1,0,111.24,YES,10,0,0,0,1,0,YES,200182,WND (Wind),1.041,-67.89,92.51,YES,201.6,Piecewise Linear
200186,RAYMONDVILLE 4 2,1,57802_MV1,0,0,0,0,0,6000,0,0.1667,,,3294,Closed,182.7,-5.8,0,182.7,YES,10,0,0,0,1,0,YES,200186,WND (Wind),1.04,-62.83,79.39,YES,203,Piecewise Linear
200189,SAN PERLITA 3 3,1,59066_MVII,0,0,0,0,0,6000,0,1,,,3295,Closed,111.23,-23.2,0,111.23,YES,10,0,0,0,1,0,YES,200187,WND (Wind),1.042,-76.97,109.59,YES,228,Piecewise Linear
200192,RIO HONDO 4 3,1,59118_CAM1,0,0,0,0,0,6000,0,1,,,3296,Closed,93.87,-11.97,0,93.87,YES,10,0,0,0,1,0,YES,200192,WND (Wind),1.04,-43.54,79.13,YES,165,Piecewise Linear
200195,HARGILL 5 3,1,59391_ENG04,35,3.5,0,0,0,840,0,>12,,,3297,Closed,8.77,-0.26,8.77,18.3,YES,10,0,0,0,3.241,0,YES,200195,NG (Natural Gas),1.04,-6.34,9.31,YES,18.3,Piecewise Linear
200195,HARGILL 5 3,2,59391_ENG03,35,3.5,0,0,0,840,0,0.1667,,,3297,Closed,5.63,-0.26,5.63,18.3,YES,10,0,0,0,3.269,0,YES,200195,NG (Natural Gas),1.04,-5.99,9.31,YES,18.3,Piecewise Linear
200196,HARGILL 5 4,1,59391_ENG05,35,3.5,0,0,0,840,0,0.1667,,,3297,Closed,5.45,-0.26,5.45,18.3,YES,10,0,0,0,3.194,0,YES,200196,NG (Natural Gas),1.04,-4.72,9.31,YES,18.3,Piecewise Linear
200197,HARGILL 5 5,1,59391_ENG06,35,3.5,0,0,0,840,0,12,,,3297,Closed,7.73,0.94,7.73,18.3,YES,10,0,0,0,3.285,0,YES,200197,NG (Natural Gas),1.04,-5.31,9.31,YES,18.3,Piecewise Linear
200198,HARGILL 5 6,1,59391_ENG08,35,3.5,0,0,0,840,0,12,,,3297,Closed,5.93,0.54,5.93,18.3,YES,10,0,0,0,2.806,0,YES,200198,NG (Natural Gas),1.04,-6.3,9.31,YES,18.3,Piecewise Linear
200198,HARGILL 5 6,2,59391_ENG07,35,3.5,0,0,0,840,0,12,,,3297,Closed,2.69,0.54,2.69,18.3,YES,10,0,0,0,3.035,0,YES,200198,NG (Natural Gas),1.04,-6.04,9.31,YES,18.3,Piecewise Linear
200199,HARGILL 5 7,1,59391_ENG09,35,3.5,0,0,0,840,0,12,,,3297,Closed,6.24,-0.27,6.24,18.3,YES,10,0,0,0,3.289,0,YES,200199,NG (Natural Gas),1.04,-5.6,9.31,YES,18.3,Piecewise Linear
200200,HARGILL 5 8,1,59391_ENG10,35,3.5,0,0,0,840,0,12,,,3297,Closed,2.25,-0.19,2.25,18.3,YES,10,0,0,0,3.48,0,YES,200200,NG (Natural Gas),1.04,-5.61,9.31,YES,18.3,Piecewise Linear
200201,HARGILL 5 9,1,59391_ENG12,35,3.5,0,0,0,840,0,12,,,3297,Closed,4.81,-0.14,4.81,18.3,YES,10,0,0,0,3.527,0,YES,200201,NG (Natural Gas),1.04,-5.31,9.31,YES,18.3,Piecewise Linear
200201,HARGILL 5 9,2,59391_ENG11,35,3.5,0,0,0,840,0,0.1667,,,3297,Closed,7.38,-0.14,7.38,18.3,YES,10,0,0,0,3.229,0,YES,200201,NG (Natural Gas),1.04,-5.48,9.31,YES,18.3,Piecewise Linear
200202,HARGILL 5 10,1,59391_ENG02,35,3.5,0,0,0,840,0,0.1667,,,3297,Closed,7.86,0.29,7.86,18.3,YES,10,0,0,0,2.848,0,YES,200202,NG (Natural Gas),1.04,-4.83,9.31,YES,18.3,Piecewise Linear
200202,HARGILL 5 10,2,59391_ENG01,35,3.5,0,0,0,840,0,0.1667,,,3297,Closed,8.12,0.29,8.12,18.3,YES,10,0,0,0,3.154,0,YES,200202,NG (Natural Gas),1.04,-4.72,9.31,YES,18.3,Piecewise Linear
200204,LOS FRESNOS 3 2,1,59712_SRWI,0,0,0,0,0,6000,0,0.1667,,,3298,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,200204,WND (Wind),1.04,-32.73,37.82,YES,95.3,Piecewise Linear
200207,SULLIVAN CITY 3 3,1,60059_1,0,0,0,0,0,6000,0,1,,,3299,Closed,58.61,-2.73,0,58.61,YES,10,0,0,0,1,0,YES,200207,WND (Wind),1.04,-29.46,49.81,YES,110,Piecewise Linear
210319,BUCHANAN DAM 2 3,1,3595_1,0,0,0,0,0,6000,0,0.1667,,,3571,Closed,5.75,-1.11,5.75,18.3,YES,10,0,0,0,1,0,YES,210319,WAT (Water),1.04,-6.14,7.03,YES,18.3,Piecewise Linear
210319,BUCHANAN DAM 2 3,2,3595_2,0,0,0,0,0,6000,0,>12,,,3571,Closed,1.85,-1.11,1.85,18.3,YES,10,0,0,0,1,0,YES,210319,WAT (Water),1.04,-5.73,7.03,YES,18.3,Piecewise Linear
210320,BUCHANAN DAM 2 4,1,3595_3,0,0,0,0,0,6000,0,>12,,,3571,Closed,5.97,-1.55,5.97,18.3,YES,10,0,0,0,1,0,YES,210320,WAT (Water),1.04,-6.33,7.03,YES,18.3,Piecewise Linear
210322,BUCHANAN DAM 3 2,1,3598_1,0,0,0,0,0,6000,0,0.1667,,,3572,Closed,1.38,-0.41,1.38,13.8,YES,5,0,0,0,1,0,YES,210322,WAT (Water),1.04,-3.89,5.3,YES,13.8,Piecewise Linear
210325,WHITNEY 4 3,1,6414_2,0,0,0,0,0,6000,0,1,,,3573,Closed,2.58,-3.6,2.58,21,YES,10,0,0,0,1,0,YES,210325,WAT (Water),1.04,-7.34,8.06,YES,21,Piecewise Linear
210325,WHITNEY 4 3,2,6414_1,0,0,0,0,0,6000,0,1,,,3573,Closed,6.95,-3.6,6.95,21,YES,10,0,0,0,1,0,YES,210325,WAT (Water),1.04,-5.64,8.06,YES,21,Piecewise Linear
210327,WHITNEY 5 2,1,55172_ST-5,85,8.5,6,6,4,840,0,0.1667,,,3574,Closed,92.11,-67.34,92.11,200,YES,8,0,0,0,3.526,0,YES,210326,NG (Natural Gas),1.04,-67.34,101.8,YES,200,Piecewise Linear
210328,WHITNEY 5 3,1,55172_GT-1,85,8.5,6,6,4,840,0,1,,,3574,Closed,71.57,-10.36,71.57,159,YES,5,0,0,0,3.337,0,YES,210328,NG (Natural Gas),1.04,-43.02,80.93,YES,159,Piecewise Linear
210329,WHITNEY 5 4,1,55172_GT-2,85,8.5,6,6,4,840,0,1,,,3574,Closed,39.53,-10.95,39.53,159,YES,5,0,0,0,3.444,0,YES,210329,NG (Natural Gas),1.04,-47.94,80.93,YES,159,Piecewise Linear
210330,WHITNEY 5 5,1,55172_GT-3,85,8.5,6,6,4,840,0,0.1667,,,3574,Closed,22.82,-12.13,22.82,154,YES,5,0,0,0,3.483,0,YES,210330,NG (Natural Gas),1.04,-40.98,78.39,YES,154,Piecewise Linear
210331,WHITNEY 5 6,1,55172_ST-4,85,8.5,6,6,4,840,0,0.1667,,,3574,Closed,28.3,-8.84,28.3,86,YES,9,0,0,0,3.146,0,YES,210331,NG (Natural Gas),1.04,-24.47,43.77,YES,86,Piecewise Linear
210334,RIESEL 5 3,1,56611_S01,115,11.5,24,24,12,60,14,0.1667,,,3575,Closed,932.6,118.81,269.58,932.6,YES,10,0,0,0,1.7,0,YES,210332,BIT (Bituminous Coal),1.038,-264.3,434.59,YES,932.6,Piecewise Linear
210336,TEMPLE 7 2,1,58001_STG-1,85,8.5,6,6,4,840,0,0.1667,,,3576,Closed,148,-26.08,135.91,312,YES,10,0,0,0,2.948,0,YES,210335,NG (Natural Gas),1.036,-83.32,158.81,YES,312,Piecewise Linear
