Plant Code,Plant Name,State,Sector Group,Sector Code,Prime Mover,Fuel Code,Aggregated Fuel Group,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),"
 Fuel Consumption for Useful Thermal Output (MMBtu)",Quantity of Fuel Consumed,Fuel Units,Sulfur Content of Fuel Used in EIA Model (%),EIA Model Estimates of SO2 Emissions (Tons),EIA Model Estimates of Plant Level SO2 Emissions (Tons),CEMS Reported Plant Level SO2 Emissions (Tons),Selected SO2 Emissions (Tons),Selected SO2 Emissions (Metric Tonnes),NERC Region,Balancing Authority Code,Balancing Authority Name,EIA Balancing Authority Region
59812,Wolf Hollow II,TX,ELECTRIC POWER,2.0,CT,NG,GAS,4230445000.0,0.0,29826636.0,29826636.0,0.0,28818006.0,Mcf, ,8.6454018,13.0773567,12.946,8.5585622745,7.7642767618,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
59938,Sky Global Power One,TX,ELECTRIC POWER,2.0,IC,NG,GAS,26500000.0,0.0,271370.0,271370.0,0.0,258446.0,Mcf, ,0.0775338,0.0775338, ,0.0775338,0.0703382019,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
60122,Colorado Bend II,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2104363000.0,0.0,14345981.0,14345981.0,0.0,13936414.0,Mcf, ,4.1809242,12.1613763,12.437,4.2756800705,3.8788715145,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
60122,Colorado Bend II,TX,ELECTRIC POWER,2.0,CT,NG,GAS,4000114000.0,0.0,27384539.0,27384539.0,0.0,26601507.0,Mcf, ,7.9804521,12.1613763,12.437,8.1613199295,7.4039008705,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
60264,Bacliff,TX,ELECTRIC POWER,2.0,GT,NG,GAS,160376000.0,0.0,2121097.0,2121097.0,0.0,2079508.0,Mcf, ,0.6238524,0.6238524,0.622,0.622,0.5642746984,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
60459,Port Comfort Power LLC,TX,ELECTRIC POWER,2.0,GT,NG,GAS,56528000.0,0.0,601559.0,601559.0,0.0,585744.0,Mcf, ,0.1757232,0.1757232,0.217,0.217,0.1968611086,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
60460,Chamon Power LLC,TX,ELECTRIC POWER,2.0,GT,NG,GAS,61604000.0,0.0,646163.0,646163.0,0.0,633493.0,Mcf, ,0.1900479,0.1900479,0.241,0.241,0.2186337658,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
60468,Friendswood Energy,TX,ELECTRIC POWER,2.0,GT,NG,GAS,70635000.0,0.0,896910.0,896910.0,0.0,747425.0,Mcf, ,0.2242275,0.2242275,0.269,0.269,0.2440351991,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
60910,NET Power La Porte Station,TX,ELECTRIC POWER,2.0,GT,NG,GAS,-9903000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,0.0, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
61241,Victoria City Power LLC,TX,ELECTRIC POWER,2.0,GT,NG,GAS,1317000.0,0.0,17181.0,17181.0,0.0,16348.0,Mcf, ,0.0049044,0.0049044, ,0.0049044,0.0044492425,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
61242,Victoria Port Power LLC,TX,ELECTRIC POWER,2.0,GT,NG,GAS,43958000.0,0.0,459576.0,459576.0,0.0,437275.0,Mcf, ,0.1311825,0.1311825,0.15,0.15,0.1360791073,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
61643,Denton Energy Center,TX,ELECTRIC POWER,1.0,IC,NG,GAS,235720000.0,0.0,1958746.0,1958746.0,0.0,1958746.0,Mcf, ,0.5876238,0.5876238, ,0.5876238,0.5330888143,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
62762,NASA Johnson Space Center CHP,TX,ELECTRIC POWER,3.0,GT,NG,GAS,92782000.0,13291.0,1099543.0,1055241.0,44302.0,1099543.0,Mcf, ,0.3298629,0.3298629, ,0.3298629,0.2992496598,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
